clip_cosine,phash_sim,short_a,short_b,id_a,id_b,mode_a,mode_b,human_a,human_b,ai_a,ai_b,vlm_same_label,vlm_verdict,ai_model_a,ai_model_b,activity_a,activity_b
0.664913,0.703125,5fa13f9b,8c0d8dba,5fa13f9b-04b1-5140-92d1-34d24fc8e3a8,8c0d8dba-5ca5-57d3-b833-d15dd082223e,guardian,guardian,ontask,entertainment,ontask,entertainment,0,distinguished_correct,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,The user is browsing files in a folder.,reading a novel
0.664658,0.625,ea373ba7,f543a490,ea373ba7-f95b-5d22-a163-0df3518581f3,f543a490-cbee-51af-a579-2a0759c93f0f,session,session,entertainment,ontask,ontask,entertainment,0,distinguished_partial,google/gemini-2.5-flash-lite,,watching youtube video,shopping online
0.663572,0.515625,aa018a39,cace9eff,aa018a39-834b-5c92-9d4d-7d262ab0a940,cace9eff-0bc6-5744-b39c-7c4d64f48c38,guardian,guardian,ontask,entertainment,ontask,ontask,1,collapsed,google/gemini-2.5-flash-lite,qwen/qwen3.7-flash,Coding and running a script in a terminal,Watching a YouTube video of someone playing a video game (Expedition 33)
0.661051,0.609375,8d1602df,c2c524d7,8d1602df-d44b-56ed-a191-89ccd5740198,c2c524d7-8d74-50f7-b4ef-3bb6b946ae82,guardian,guardian,entertainment,ontask,ontask,ontask,1,collapsed,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,Watching a YouTube video with subtitles and a streamer in the corner.,"The user is on the LeetCode website, working on a coding problem titled ""189. Rotate Array"". A secondary window, titled ""FocusGuard Agent"", is also visible, dis"
0.660992,0.640625,8330fdcc,b965f93d,8330fdcc-f68b-5c52-9abf-30110fed1bae,b965f93d-4db1-5564-9979-60b274deb859,guardian,guardian,process,entertainment,ontask,entertainment,0,distinguished_partial,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,browsing Google,Browsing an adult website with many thumbnail images of adult content.
0.65901,0.4375,7b731675,cace9eff,7b731675-22bc-5aea-97b4-6e4257cc09e7,cace9eff-0bc6-5744-b39c-7c4d64f48c38,guardian,guardian,ontask,entertainment,ontask,ontask,1,collapsed,google/gemini-2.5-flash-lite,qwen/qwen3.7-flash,browsing files in a directory,Watching a YouTube video of someone playing a video game (Expedition 33)
0.658311,0.484375,ea373ba7,ffc8db33,ea373ba7-f95b-5d22-a163-0df3518581f3,ffc8db33-1d0f-51a0-99e3-da6f730124d7,session,session,entertainment,process,ontask,entertainment,0,distinguished_partial,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,watching youtube video,"The user is searching for the English translation of ""学生协会"" (student association) on Google, with results from Wikipedia and Weblio. In the background, there ar"
0.655472,0.28125,5c742c5b,b965f93d,5c742c5b-29ee-5b52-8d56-d342cffbf8ea,b965f93d-4db1-5564-9979-60b274deb859,session,guardian,ontask,entertainment,ontask,entertainment,0,distinguished_correct,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,listening to music,Browsing an adult website with many thumbnail images of adult content.
0.65514,0.4375,8d1602df,aa018a39,8d1602df-d44b-56ed-a191-89ccd5740198,aa018a39-834b-5c92-9d4d-7d262ab0a940,guardian,guardian,entertainment,ontask,ontask,ontask,1,collapsed,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,Watching a YouTube video with subtitles and a streamer in the corner.,Coding and running a script in a terminal
0.653222,0.625,3f304421,ea373ba7,3f304421-40f7-5a0f-88f9-15e514c25442,ea373ba7-f95b-5d22-a163-0df3518581f3,session,session,ontask,entertainment,ontask,ontask,1,collapsed,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,using ChatGPT,watching youtube video
0.652894,0.609375,710cf89d,cace9eff,710cf89d-f859-593e-a988-988f41bf6b0f,cace9eff-0bc6-5744-b39c-7c4d64f48c38,guardian,guardian,ontask,entertainment,ontask,ontask,1,collapsed,google/gemini-2.5-flash-lite,qwen/qwen3.7-flash,"Using a focus agent application with options for breaks, entertainment, and tasks like translation.",Watching a YouTube video of someone playing a video game (Expedition 33)
0.652182,0.5,c2c524d7,ea373ba7,c2c524d7-8d74-50f7-b4ef-3bb6b946ae82,ea373ba7-f95b-5d22-a163-0df3518581f3,guardian,session,ontask,entertainment,ontask,ontask,1,collapsed,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,"The user is on the LeetCode website, working on a coding problem titled ""189. Rotate Array"". A secondary window, titled ""FocusGuard Agent"", is also visible, dis",watching youtube video
0.651462,0.390625,37433e1f,b965f93d,37433e1f-7e78-52bb-af11-18977670613a,b965f93d-4db1-5564-9979-60b274deb859,guardian,guardian,ontask,entertainment,ontask,entertainment,0,distinguished_correct,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,Using ChatGPT to write an email,Browsing an adult website with many thumbnail images of adult content.
0.651314,0.5,821a192e,8330fdcc,821a192e-e25b-5b99-b812-a92e3c26ede7,8330fdcc-f68b-5c52-9abf-30110fed1bae,guardian,guardian,entertainment,process,ontask,ontask,1,collapsed,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,watching a youtube video,browsing Google
0.648966,0.390625,821a192e,e2da4cd4,821a192e-e25b-5b99-b812-a92e3c26ede7,e2da4cd4-88ce-57ef-b228-e44d2babaaaa,guardian,guardian,entertainment,ontask,ontask,ontask,1,collapsed,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,watching a youtube video,browsing a comment section on a website
0.648923,0.640625,b5906b35,e3548dcc,b5906b35-2308-5dd5-995c-2c657973ab47,e3548dcc-9539-5c64-9769-8a543bacffd1,guardian,guardian,ontask,entertainment,ontask,entertainment,0,distinguished_correct,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,Coding on LeetCode,Reading a manga titled '青梅竹馬是墮入黑暗的聖女'
0.647551,0.546875,4dbc4ff2,eaa1fff2,4dbc4ff2-0731-58c4-ad57-9e4391be4d29,eaa1fff2-4e54-5189-b894-6d46d636db4e,guardian,guardian,ontask,entertainment,ontask,entertainment,0,distinguished_correct,qwen/qwen3.7-flash,google/gemini-2.5-flash-lite,Participating in a video conference and viewing technical aerial imagery with bounding box annotations.,"Searching for ""game"" related content on YouTube, with suggestions including ""game play"", ""game theory"", and ""Game Grumps"". A banner showing ""OW HOW"" possibly re"
0.646758,0.65625,821a192e,e308367d,821a192e-e25b-5b99-b812-a92e3c26ede7,e308367d-523f-508c-ac1f-7f817ec62188,guardian,guardian,entertainment,ontask,ontask,ontask,1,collapsed,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,watching a youtube video,reading an article on zenn.dev
0.646317,0.40625,7b53754b,c1d0b2a7,7b53754b-34cb-5caa-bd5d-074bf0bff058,c1d0b2a7-4e4f-5de1-9f4d-eff1e063976a,guardian,guardian,ontask,process,ontask,ontask,1,collapsed,qwen/qwen3.7-flash,google/gemini-2.5-flash-lite,Using an AI coding assistant (Cursor IDE) to review code changes and chat about development tasks.,"Lock screen with time, date, weather, and wallpaper options"
0.645149,0.578125,9564681e,cace9eff,9564681e-3740-56c4-aebb-e91bbe5e8984,cace9eff-0bc6-5744-b39c-7c4d64f48c38,guardian,guardian,ontask,entertainment,ontask,ontask,1,collapsed,google/gemini-2.5-flash-lite,qwen/qwen3.7-flash,Reading documentation and code,Watching a YouTube video of someone playing a video game (Expedition 33)
0.644994,0.625,821a192e,ad5aaf5f,821a192e-e25b-5b99-b812-a92e3c26ede7,ad5aaf5f-5a17-5eb8-bc9a-f614539a3972,guardian,guardian,entertainment,ontask,ontask,ontask,1,collapsed,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,watching a youtube video,user is interacting with a blocked application or task manager
0.644865,0.640625,8330fdcc,ea373ba7,8330fdcc-f68b-5c52-9abf-30110fed1bae,ea373ba7-f95b-5d22-a163-0df3518581f3,guardian,session,process,entertainment,ontask,ontask,1,collapsed,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,browsing Google,watching youtube video
0.643824,0.640625,37433e1f,cace9eff,37433e1f-7e78-52bb-af11-18977670613a,cace9eff-0bc6-5744-b39c-7c4d64f48c38,guardian,guardian,ontask,entertainment,ontask,ontask,1,collapsed,google/gemini-2.5-flash-lite,qwen/qwen3.7-flash,Using ChatGPT to write an email,Watching a YouTube video of someone playing a video game (Expedition 33)
0.643725,0.3125,3f304421,b965f93d,3f304421-40f7-5a0f-88f9-15e514c25442,b965f93d-4db1-5564-9979-60b274deb859,session,guardian,ontask,entertainment,ontask,entertainment,0,distinguished_correct,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,using ChatGPT,Browsing an adult website with many thumbnail images of adult content.
0.641654,0.65625,821a192e,94d26614,821a192e-e25b-5b99-b812-a92e3c26ede7,94d26614-4322-5882-b6e9-83f76884af64,guardian,guardian,entertainment,ontask,ontask,ontask,1,collapsed,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,watching a youtube video,Browsing files in a folder named '01 Research'
0.640789,0.34375,37433e1f,8c0d8dba,37433e1f-7e78-52bb-af11-18977670613a,8c0d8dba-5ca5-57d3-b833-d15dd082223e,guardian,guardian,ontask,entertainment,ontask,entertainment,0,distinguished_correct,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,Using ChatGPT to write an email,reading a novel
0.640107,0.421875,8fae381b,c1d0b2a7,8fae381b-b939-561a-9b10-8ef4c18f1717,c1d0b2a7-4e4f-5de1-9f4d-eff1e063976a,guardian,guardian,ontask,process,ontask,ontask,1,collapsed,qwen/qwen3.7-flash,google/gemini-2.5-flash-lite,"The user is working in a code editor (Cursor/VS Code) with multiple panels showing Python code, terminal logs, and documentation about implementing a test mode ","Lock screen with time, date, weather, and wallpaper options"
0.638103,0.359375,aa018a39,b965f93d,aa018a39-834b-5c92-9d4d-7d262ab0a940,b965f93d-4db1-5564-9979-60b274deb859,guardian,guardian,ontask,entertainment,ontask,entertainment,0,distinguished_correct,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,Coding and running a script in a terminal,Browsing an adult website with many thumbnail images of adult content.
0.637973,0.296875,3f304421,c1d0b2a7,3f304421-40f7-5a0f-88f9-15e514c25442,c1d0b2a7-4e4f-5de1-9f4d-eff1e063976a,session,guardian,ontask,process,ontask,ontask,1,collapsed,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,using ChatGPT,"Lock screen with time, date, weather, and wallpaper options"
0.637552,0.53125,61a4072b,e3548dcc,61a4072b-3d43-5942-a0c8-798559da0890,e3548dcc-9539-5c64-9769-8a543bacffd1,guardian,guardian,ontask,entertainment,ontask,entertainment,0,distinguished_correct,qwen/qwen3.7-flash,google/gemini-2.5-flash-lite,Analyzing sheet music and musical structure in a Notion document,Reading a manga titled '青梅竹馬是墮入黑暗的聖女'
0.636769,0.53125,7b731675,ea373ba7,7b731675-22bc-5aea-97b4-6e4257cc09e7,ea373ba7-f95b-5d22-a163-0df3518581f3,guardian,session,ontask,entertainment,ontask,ontask,1,collapsed,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,browsing files in a directory,watching youtube video
0.63623,0.515625,710cf89d,b965f93d,710cf89d-f859-593e-a988-988f41bf6b0f,b965f93d-4db1-5564-9979-60b274deb859,guardian,guardian,ontask,entertainment,ontask,entertainment,0,distinguished_correct,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,"Using a focus agent application with options for breaks, entertainment, and tasks like translation.",Browsing an adult website with many thumbnail images of adult content.
0.635742,0.703125,e308367d,ea373ba7,e308367d-523f-508c-ac1f-7f817ec62188,ea373ba7-f95b-5d22-a163-0df3518581f3,guardian,session,ontask,entertainment,ontask,ontask,1,collapsed,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,reading an article on zenn.dev,watching youtube video
0.635558,0.3125,4c16ed91,5c742c5b,4c16ed91-10cb-5fcd-90da-79eb1baceb33,5c742c5b-29ee-5b52-8d56-d342cffbf8ea,guardian,session,entertainment,ontask,entertainment,ontask,0,distinguished_correct,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,reading manga for entertainment,listening to music
0.635262,0.609375,82e251b1,c1d0b2a7,82e251b1-4374-54d7-b5aa-60f5774d6a50,c1d0b2a7-4e4f-5de1-9f4d-eff1e063976a,guardian,guardian,ontask,process,ontask,ontask,1,collapsed,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,editing a resume in Overleaf,"Lock screen with time, date, weather, and wallpaper options"
0.634963,0.59375,821a192e,bb6bb333,821a192e-e25b-5b99-b812-a92e3c26ede7,bb6bb333-8c8f-5ea7-8de3-28f2c76b4b58,guardian,session,entertainment,ontask,ontask,entertainment,0,distinguished_partial,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,watching a youtube video,The user is seeing a pop-up window titled 'FocusGuard Agent' with instructions in Chinese. The text indicates 'Rest ended' and prompts the user to enter the nex
0.634807,0.46875,37433e1f,c1d0b2a7,37433e1f-7e78-52bb-af11-18977670613a,c1d0b2a7-4e4f-5de1-9f4d-eff1e063976a,guardian,guardian,ontask,process,ontask,ontask,1,collapsed,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,Using ChatGPT to write an email,"Lock screen with time, date, weather, and wallpaper options"
0.633386,0.453125,aa018a39,ea373ba7,aa018a39-834b-5c92-9d4d-7d262ab0a940,ea373ba7-f95b-5d22-a163-0df3518581f3,guardian,session,ontask,entertainment,ontask,ontask,1,collapsed,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,Coding and running a script in a terminal,watching youtube video
0.632956,0.4375,cace9eff,e2da4cd4,cace9eff-0bc6-5744-b39c-7c4d64f48c38,e2da4cd4-88ce-57ef-b228-e44d2babaaaa,guardian,guardian,entertainment,ontask,ontask,ontask,1,collapsed,qwen/qwen3.7-flash,google/gemini-2.5-flash-lite,Watching a YouTube video of someone playing a video game (Expedition 33),browsing a comment section on a website
0.631142,0.5,5c742c5b,de3069f6,5c742c5b-29ee-5b52-8d56-d342cffbf8ea,de3069f6-79ac-5020-b5c8-aa7cbb97e11d,session,guardian,ontask,entertainment,ontask,entertainment,0,distinguished_correct,google/gemini-2.5-flash-lite,qwen/qwen3.7-flash,listening to music,Watching a video game stream (Baldur's Gate 3)
0.628817,0.390625,5fa13f9b,821a192e,5fa13f9b-04b1-5140-92d1-34d24fc8e3a8,821a192e-e25b-5b99-b812-a92e3c26ede7,guardian,guardian,ontask,entertainment,ontask,ontask,1,collapsed,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,The user is browsing files in a folder.,watching a youtube video
0.628671,0.75,4dbc4ff2,8330fdcc,4dbc4ff2-0731-58c4-ad57-9e4391be4d29,8330fdcc-f68b-5c52-9abf-30110fed1bae,guardian,guardian,ontask,process,ontask,ontask,1,collapsed,qwen/qwen3.7-flash,google/gemini-2.5-flash-lite,Participating in a video conference and viewing technical aerial imagery with bounding box annotations.,browsing Google
0.628342,0.1875,3f304421,4c16ed91,3f304421-40f7-5a0f-88f9-15e514c25442,4c16ed91-10cb-5fcd-90da-79eb1baceb33,session,guardian,ontask,entertainment,ontask,entertainment,0,distinguished_correct,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,using ChatGPT,reading manga for entertainment
0.627552,0.65625,8d1602df,bb6bb333,8d1602df-d44b-56ed-a191-89ccd5740198,bb6bb333-8c8f-5ea7-8de3-28f2c76b4b58,guardian,session,entertainment,ontask,ontask,entertainment,0,distinguished_partial,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,Watching a YouTube video with subtitles and a streamer in the corner.,The user is seeing a pop-up window titled 'FocusGuard Agent' with instructions in Chinese. The text indicates 'Rest ended' and prompts the user to enter the nex
0.625982,0.71875,821a192e,b5906b35,821a192e-e25b-5b99-b812-a92e3c26ede7,b5906b35-2308-5dd5-995c-2c657973ab47,guardian,guardian,entertainment,ontask,ontask,ontask,1,collapsed,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,watching a youtube video,Coding on LeetCode
0.625798,0.234375,821a192e,82e251b1,821a192e-e25b-5b99-b812-a92e3c26ede7,82e251b1-4374-54d7-b5aa-60f5774d6a50,guardian,guardian,entertainment,ontask,ontask,ontask,1,collapsed,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,watching a youtube video,editing a resume in Overleaf
0.625575,0.46875,7b53754b,821a192e,7b53754b-34cb-5caa-bd5d-074bf0bff058,821a192e-e25b-5b99-b812-a92e3c26ede7,guardian,guardian,ontask,entertainment,ontask,ontask,1,collapsed,qwen/qwen3.7-flash,google/gemini-2.5-flash-lite,Using an AI coding assistant (Cursor IDE) to review code changes and chat about development tasks.,watching a youtube video
0.625448,0.578125,b6206d50,e3548dcc,b6206d50-c064-5090-8102-73c4b04213e5,e3548dcc-9539-5c64-9769-8a543bacffd1,guardian,guardian,ontask,entertainment,ontask,entertainment,0,distinguished_correct,qwen/qwen3.7-flash,google/gemini-2.5-flash-lite,Working in a code editor (VS Code) dealing with a connection error and viewing technical documentation.,Reading a manga titled '青梅竹馬是墮入黑暗的聖女'
0.623329,0.46875,61a4072b,cace9eff,61a4072b-3d43-5942-a0c8-798559da0890,cace9eff-0bc6-5744-b39c-7c4d64f48c38,guardian,guardian,ontask,entertainment,ontask,ontask,1,collapsed,qwen/qwen3.7-flash,qwen/qwen3.7-flash,Analyzing sheet music and musical structure in a Notion document,Watching a YouTube video of someone playing a video game (Expedition 33)
0.622495,0.4375,821a192e,b6206d50,821a192e-e25b-5b99-b812-a92e3c26ede7,b6206d50-c064-5090-8102-73c4b04213e5,guardian,guardian,entertainment,ontask,ontask,ontask,1,collapsed,google/gemini-2.5-flash-lite,qwen/qwen3.7-flash,watching a youtube video,Working in a code editor (VS Code) dealing with a connection error and viewing technical documentation.
0.621649,0.625,8330fdcc,8d1602df,8330fdcc-f68b-5c52-9abf-30110fed1bae,8d1602df-d44b-56ed-a191-89ccd5740198,guardian,guardian,process,entertainment,ontask,ontask,1,collapsed,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,browsing Google,Watching a YouTube video with subtitles and a streamer in the corner.
0.621586,0.515625,94d26614,ea373ba7,94d26614-4322-5882-b6e9-83f76884af64,ea373ba7-f95b-5d22-a163-0df3518581f3,guardian,session,ontask,entertainment,ontask,ontask,1,collapsed,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,Browsing files in a folder named '01 Research',watching youtube video
0.621099,0.578125,b965f93d,c1d0b2a7,b965f93d-4db1-5564-9979-60b274deb859,c1d0b2a7-4e4f-5de1-9f4d-eff1e063976a,guardian,guardian,entertainment,process,entertainment,ontask,0,distinguished_partial,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,Browsing an adult website with many thumbnail images of adult content.,"Lock screen with time, date, weather, and wallpaper options"
0.620185,0.5625,e2da4cd4,ea373ba7,e2da4cd4-88ce-57ef-b228-e44d2babaaaa,ea373ba7-f95b-5d22-a163-0df3518581f3,guardian,session,ontask,entertainment,ontask,ontask,1,collapsed,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,browsing a comment section on a website,watching youtube video
0.61864,0.375,5fa13f9b,cace9eff,5fa13f9b-04b1-5140-92d1-34d24fc8e3a8,cace9eff-0bc6-5744-b39c-7c4d64f48c38,guardian,guardian,ontask,entertainment,ontask,ontask,1,collapsed,google/gemini-2.5-flash-lite,qwen/qwen3.7-flash,The user is browsing files in a folder.,Watching a YouTube video of someone playing a video game (Expedition 33)
0.618376,0.4375,b965f93d,c2c524d7,b965f93d-4db1-5564-9979-60b274deb859,c2c524d7-8d74-50f7-b4ef-3bb6b946ae82,guardian,guardian,entertainment,ontask,entertainment,ontask,0,distinguished_correct,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,Browsing an adult website with many thumbnail images of adult content.,"The user is on the LeetCode website, working on a coding problem titled ""189. Rotate Array"". A secondary window, titled ""FocusGuard Agent"", is also visible, dis"
0.618088,0.578125,446429a3,cace9eff,446429a3-e27c-5596-89b7-1cc4f3387044,cace9eff-0bc6-5744-b39c-7c4d64f48c38,guardian,guardian,ontask,entertainment,ontask,ontask,1,collapsed,qwen/qwen3.7-flash,qwen/qwen3.7-flash,Viewing sheet music and listening to a song on MuseScore,Watching a YouTube video of someone playing a video game (Expedition 33)
0.618077,0.515625,8330fdcc,cace9eff,8330fdcc-f68b-5c52-9abf-30110fed1bae,cace9eff-0bc6-5744-b39c-7c4d64f48c38,guardian,guardian,process,entertainment,ontask,ontask,1,collapsed,google/gemini-2.5-flash-lite,qwen/qwen3.7-flash,browsing Google,Watching a YouTube video of someone playing a video game (Expedition 33)
0.617955,0.234375,37433e1f,4c16ed91,37433e1f-7e78-52bb-af11-18977670613a,4c16ed91-10cb-5fcd-90da-79eb1baceb33,guardian,guardian,ontask,entertainment,ontask,entertainment,0,distinguished_correct,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,Using ChatGPT to write an email,reading manga for entertainment
0.617189,0.15625,4c16ed91,f543a490,4c16ed91-10cb-5fcd-90da-79eb1baceb33,f543a490-cbee-51af-a579-2a0759c93f0f,guardian,session,entertainment,ontask,entertainment,entertainment,1,collapsed,google/gemini-2.5-flash-lite,,reading manga for entertainment,shopping online
0.616975,0.5625,de3069f6,f543a490,de3069f6-79ac-5020-b5c8-aa7cbb97e11d,f543a490-cbee-51af-a579-2a0759c93f0f,guardian,session,entertainment,ontask,entertainment,entertainment,1,collapsed,qwen/qwen3.7-flash,,Watching a video game stream (Baldur's Gate 3),shopping online
0.616715,0.453125,821a192e,8fae381b,821a192e-e25b-5b99-b812-a92e3c26ede7,8fae381b-b939-561a-9b10-8ef4c18f1717,guardian,guardian,entertainment,ontask,ontask,ontask,1,collapsed,google/gemini-2.5-flash-lite,qwen/qwen3.7-flash,watching a youtube video,"The user is working in a code editor (Cursor/VS Code) with multiple panels showing Python code, terminal logs, and documentation about implementing a test mode "
0.616537,0.5625,8d1602df,9564681e,8d1602df-d44b-56ed-a191-89ccd5740198,9564681e-3740-56c4-aebb-e91bbe5e8984,guardian,guardian,entertainment,ontask,ontask,ontask,1,collapsed,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,Watching a YouTube video with subtitles and a streamer in the corner.,Reading documentation and code
0.616302,0.34375,8c0d8dba,9564681e,8c0d8dba-5ca5-57d3-b833-d15dd082223e,9564681e-3740-56c4-aebb-e91bbe5e8984,guardian,guardian,entertainment,ontask,entertainment,ontask,0,distinguished_correct,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,reading a novel,Reading documentation and code
0.616009,0.546875,5fa13f9b,c1d0b2a7,5fa13f9b-04b1-5140-92d1-34d24fc8e3a8,c1d0b2a7-4e4f-5de1-9f4d-eff1e063976a,guardian,guardian,ontask,process,ontask,ontask,1,collapsed,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,The user is browsing files in a folder.,"Lock screen with time, date, weather, and wallpaper options"
0.615783,0.25,8c0d8dba,94d26614,8c0d8dba-5ca5-57d3-b833-d15dd082223e,94d26614-4322-5882-b6e9-83f76884af64,guardian,guardian,entertainment,ontask,entertainment,ontask,0,distinguished_correct,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,reading a novel,Browsing files in a folder named '01 Research'
0.613813,0.546875,cace9eff,e308367d,cace9eff-0bc6-5744-b39c-7c4d64f48c38,e308367d-523f-508c-ac1f-7f817ec62188,guardian,guardian,entertainment,ontask,ontask,ontask,1,collapsed,qwen/qwen3.7-flash,google/gemini-2.5-flash-lite,Watching a YouTube video of someone playing a video game (Expedition 33),reading an article on zenn.dev
0.612984,0.46875,82e251b1,ea373ba7,82e251b1-4374-54d7-b5aa-60f5774d6a50,ea373ba7-f95b-5d22-a163-0df3518581f3,guardian,session,ontask,entertainment,ontask,ontask,1,collapsed,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,editing a resume in Overleaf,watching youtube video
0.610466,0.40625,b965f93d,f543a490,b965f93d-4db1-5564-9979-60b274deb859,f543a490-cbee-51af-a579-2a0759c93f0f,guardian,session,entertainment,ontask,entertainment,entertainment,1,collapsed,google/gemini-2.5-flash-lite,,Browsing an adult website with many thumbnail images of adult content.,shopping online
0.608302,0.46875,7b731675,b965f93d,7b731675-22bc-5aea-97b4-6e4257cc09e7,b965f93d-4db1-5564-9979-60b274deb859,guardian,guardian,ontask,entertainment,ontask,entertainment,0,distinguished_correct,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,browsing files in a directory,Browsing an adult website with many thumbnail images of adult content.
0.607356,0.578125,c1d0b2a7,e2da4cd4,c1d0b2a7-4e4f-5de1-9f4d-eff1e063976a,e2da4cd4-88ce-57ef-b228-e44d2babaaaa,guardian,guardian,process,ontask,ontask,ontask,1,collapsed,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,"Lock screen with time, date, weather, and wallpaper options",browsing a comment section on a website
0.607263,0.484375,94d26614,cace9eff,94d26614-4322-5882-b6e9-83f76884af64,cace9eff-0bc6-5744-b39c-7c4d64f48c38,guardian,guardian,ontask,entertainment,ontask,ontask,1,collapsed,google/gemini-2.5-flash-lite,qwen/qwen3.7-flash,Browsing files in a folder named '01 Research',Watching a YouTube video of someone playing a video game (Expedition 33)
0.606226,0.46875,aa018a39,c1d0b2a7,aa018a39-834b-5c92-9d4d-7d262ab0a940,c1d0b2a7-4e4f-5de1-9f4d-eff1e063976a,guardian,guardian,ontask,process,ontask,ontask,1,collapsed,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,Coding and running a script in a terminal,"Lock screen with time, date, weather, and wallpaper options"
0.605634,0.640625,9564681e,ea373ba7,9564681e-3740-56c4-aebb-e91bbe5e8984,ea373ba7-f95b-5d22-a163-0df3518581f3,guardian,session,ontask,entertainment,ontask,ontask,1,collapsed,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,Reading documentation and code,watching youtube video
0.605098,0.53125,61a4072b,ea373ba7,61a4072b-3d43-5942-a0c8-798559da0890,ea373ba7-f95b-5d22-a163-0df3518581f3,guardian,session,ontask,entertainment,ontask,ontask,1,collapsed,qwen/qwen3.7-flash,google/gemini-2.5-flash-lite,Analyzing sheet music and musical structure in a Notion document,watching youtube video
0.604406,0.25,4dbc4ff2,ffc8db33,4dbc4ff2-0731-58c4-ad57-9e4391be4d29,ffc8db33-1d0f-51a0-99e3-da6f730124d7,guardian,session,ontask,process,ontask,entertainment,0,distinguished_partial,qwen/qwen3.7-flash,google/gemini-2.5-flash-lite,Participating in a video conference and viewing technical aerial imagery with bounding box annotations.,"The user is searching for the English translation of ""学生协会"" (student association) on Google, with results from Wikipedia and Weblio. In the background, there ar"
0.604029,0.515625,7b53754b,ea373ba7,7b53754b-34cb-5caa-bd5d-074bf0bff058,ea373ba7-f95b-5d22-a163-0df3518581f3,guardian,session,ontask,entertainment,ontask,ontask,1,collapsed,qwen/qwen3.7-flash,google/gemini-2.5-flash-lite,Using an AI coding assistant (Cursor IDE) to review code changes and chat about development tasks.,watching youtube video
0.603544,0.4375,94d26614,c1d0b2a7,94d26614-4322-5882-b6e9-83f76884af64,c1d0b2a7-4e4f-5de1-9f4d-eff1e063976a,guardian,guardian,ontask,process,ontask,ontask,1,collapsed,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,Browsing files in a folder named '01 Research',"Lock screen with time, date, weather, and wallpaper options"
0.603268,0.515625,7b731675,c1d0b2a7,7b731675-22bc-5aea-97b4-6e4257cc09e7,c1d0b2a7-4e4f-5de1-9f4d-eff1e063976a,guardian,guardian,ontask,process,ontask,ontask,1,collapsed,google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,browsing files in a directory,"Lock screen with time, date, weather, and wallpaper options"
